pp block trl_number cat_correct resp acc RT
1011 test 30 1 1 1 1964
1011 test 31 2 2 1 1691
1011 test 32 2 2 1 1780
1011 test 33 1 1 1 2076
1011 test 34 2 2 1 1900
1011 test 35 1 1 1 1516
1011 test 36 1 1 1 2012
1011 test 37 1 1 1 1845
1011 test 38 1 1 1 1532
1011 test 39 1 1 1 1557
1011 test 40 1 1 1 1645
1011 test 41 2 2 1 2531
1011 test 42 1 1 1 1460
1011 test 43 2 2 1 1971
1011 test 44 2 2 1 2004
1011 test 45 2 2 1 1714
1011 test 46 1 1 1 1412
1011 test 47 2 1 0 1324
1011 test 48 2 2 1 1963
1011 test 49 2 1 0 2091
1011 test 50 2 2 1 1740
1011 test 51 2 2 1 2851
1011 test 52 1 1 1 1845
1011 test 53 2 2 1 1588
1011 test 54 1 1 1 2284
1011 test 55 1 1 1 2092
1011 test 56 1 2 0 1772
1011 test 57 2 2 1 2347
1011 test 58 2 2 1 1748
1011 test 59 2 2 1 1907
1011 test 60 2 2 1 1419
1011 test 61 1 1 1 1452
1011 test 62 1 1 1 1763
1011 test 63 1 1 1 2579
1011 test 64 2 2 1 1660
1011 test 65 2 2 1 1756
1011 test 66 2 2 1 1620
1011 test 67 2 2 1 1707
1011 test 68 2 2 1 1772
1011 test 69 1 1 1 2132
1011 test 70 1 1 1 2006
1011 test 71 2 2 1 2515
1011 test 72 1 1 1 1941
1011 test 73 2 2 1 2636
1011 test 74 1 1 1 2602
1011 test 75 2 1 0 2604
1011 test 76 1 1 1 2083
1011 test 77 1 1 1 2412
1011 test 78 2 2 1 1987
1011 test 79 2 2 1 1644
1011 test 80 1 1 1 3580
1011 test 81 2 2 1 1588
1011 test 82 2 2 1 1589
1011 test 83 2 2 1 1900
1011 test 84 1 1 1 2067
1011 test 85 1 1 1 1596
1011 test 86 2 2 1 2259
1011 test 87 1 1 1 2187
1011 test 88 2 2 1 2301
1011 test 89 1 1 1 2155
1011 test 90 1 1 1 2347
1011 test 91 2 2 1 1723
1011 test 92 1 1 1 1947
1011 test 93 1 1 1 2067
1011 test 94 1 1 1 1779
1011 test 95 1 1 1 1963
1011 test 96 1 1 1 1820
1011 test 97 2 2 1 1627
1011 test 98 1 1 1 1516
1011 test 99 2 2 1 1843
1011 test 100 2 2 1 1638
1012 practice 0 1 1 1 2412
1012 practice 0 2 2 1 2406
1012 practice 0 2 2 1 3136
1012 practice 0 1 1 1 2614
1012 test 0 1 1 1 2477
1012 test 1 2 2 1 3732
1012 test 2 1 1 1 2891
1012 test 3 2 2 1 2596
1012 test 4 1 1 1 4556
1012 test 5 1 1 1 3076
1012 test 6 1 1 1 3411
1012 test 7 1 1 1 2707
1012 test 8 2 2 1 2587
1012 test 9 2 2 1 2371
1012 test 10 1 1 1 3387
1012 test 11 2 2 1 3515
1012 test 12 1 1 1 2531
1012 test 13 1 1 1 2036
1012 test 14 2 2 1 4300
1012 test 15 2 2 1 3988
1012 test 16 1 1 1 2331
1012 test 17 1 1 1 2476
1012 test 18 2 2 1 3371
1012 test 19 2 2 1 3803
1012 test 20 2 2 1 3402
1012 test 21 1 1 1 3267
1012 test 22 2 2 1 3364
1012 test 23 1 1 1 2075
1012 test 24 2 2 1 3764
1012 test 25 2 2 1 5595
1012 test 26 2 2 1 2739
1012 test 27 1 1 1 3116
1012 test 28 1 1 1 2411
1012 test 29 1 1 1 3044
1012 test 30 1 1 1 2946
1012 test 31 2 2 1 1867
1012 test 32 2 2 1 3163
1012 test 33 1 1 1 3075
1012 test 34 2 2 1 2995
1012 test 35 1 1 1 3244
1012 test 36 1 1 1 2826
1012 test 37 1 1 1 3564
1012 test 38 1 1 1 2468
1012 test 39 1 1 1 2812
1012 test 40 1 1 1 2613
1012 test 41 2 2 1 11771
1012 test 42 1 1 1 3835
1012 test 43 2 2 1 3506
1012 test 44 2 2 1 2541
1012 test 45 2 2 1 2523
1012 test 46 1 1 1 2764
1012 test 47 2 2 1 2043
1012 test 48 2 2 1 2962
1012 test 49 2 2 1 8052
1012 test 50 2 2 1 2732
1012 test 51 2 2 1 5195
1012 test 52 1 1 1 2507
1012 test 53 2 2 1 2667
1012 test 54 1 1 1 2275
1012 test 55 1 1 1 4610
1012 test 56 1 2 0 3052
1012 test 57 2 2 1 3884
1012 test 58 2 2 1 2852
1012 test 59 2 2 1 3770
1012 test 60 2 2 1 2611
1012 test 61 1 1 1 2197
1012 test 62 1 1 1 2612
1012 test 63 1 1 1 6179
1012 test 64 2 2 1 4068
1012 test 65 2 2 1 4924
1012 test 66 2 2 1 3948
1012 test 67 2 2 1 3380
1012 test 68 2 2 1 2635
1012 test 69 1 1 1 3172
1012 test 70 1 1 1 1739
1012 test 71 2 2 1 5436
1012 test 72 1 1 1 2460
1012 test 73 2 2 1 3523
1012 test 74 1 1 1 5810
1012 test 75 2 2 1 5931
1012 test 76 1 1 1 4324
1012 test 77 1 1 1 6499
1012 test 78 2 2 1 4179
1012 test 79 2 2 1 7340
1012 test 80 1 1 1 2988
1012 test 81 2 2 1 3836
1012 test 82 2 2 1 2979
1012 test 83 2 2 1 4490
1012 test 84 1 1 1 2899
1012 test 85 1 1 1 2116
1012 test 86 2 2 1 3027
1012 test 87 1 1 1 2922
1012 test 88 2 2 1 11018
1012 test 89 1 2 0 5188
1012 test 90 1 1 1 3187
1012 test 91 2 1 0 7828
1012 test 92 1 1 1 2402
1012 test 93 1 1 1 3179
1012 test 94 1 1 1 3148
1012 test 95 1 1 1 2347
1012 test 96 1 1 1 2587
1012 test 97 2 2 1 3506
1012 test 98 1 1 1 2324
1012 test 99 2 2 1 4043
1012 test 100 2 2 1 2278
1013 practice 0 1 1 1 9302
1013 practice 0 2 2 1 6564
1013 practice 0 2 2 1 7842
1013 practice 0 1 1 1 4529
1013 test 0 1 1 1 2711
1013 test 1 2 2 1 3263
1013 test 2 1 1 1 2503
1013 test 3 2 2 1 3390
1013 test 4 1 2 0 3429
1013 test 5 1 1 1 2710
1013 test 6 1 1 1 3102
1013 test 7 1 1 1 2830
1013 test 8 2 2 1 3031
1013 test 9 2 2 1 3503
1013 test 10 1 1 1 4567
1013 test 11 2 2 1 3133
1013 test 12 1 1 1 8854
1013 test 13 1 1 1 6790
1013 test 14 2 2 1 2838
1013 test 15 2 2 1 5782
1013 test 16 1 1 1 3389
1013 test 17 1 1 1 2878
1013 test 18 2 2 1 5190
1013 test 19 2 2 1 2070
1013 test 20 2 2 1 8397
1013 test 21 1 1 1 3310
1013 test 22 2 2 1 3382
1013 test 23 1 1 1 3326
1013 test 24 2 2 1 2830
1013 test 25 2 2 1 3998
1013 test 26 2 2 1 3805
1013 test 27 1 1 1 4430
1013 test 28 1 1 1 1990
1013 test 29 1 1 1 5558
1013 test 30 1 1 1 4911
1013 test 31 2 2 1 2613
1013 test 32 2 2 1 5062
1013 test 33 1 1 1 4022
1013 test 34 2 2 1 3190
1013 test 35 1 1 1 2430
1013 test 36 1 1 1 2734
1013 test 37 1 1 1 2526
1013 test 38 1 1 1 2303
1013 test 39 1 1 1 3093
1013 test 40 1 1 1 3054
1013 test 41 2 2 1 7574
1013 test 42 1 1 1 4270
1013 test 43 2 2 1 5766
1013 test 44 2 2 1 4614
1013 test 45 2 2 1 3750
1013 test 46 1 1 1 2038
1013 test 47 2 2 1 2486
1013 test 48 2 2 1 2949
1013 test 49 2 2 1 6333
1013 test 50 2 2 1 3774
1013 test 51 2 2 1 4950
1013 test 52 1 1 1 2703
1013 test 53 2 2 1 3414
1013 test 54 1 1 1 3438
1013 test 55 1 1 1 2733
1013 test 56 1 2 0 3846
1013 test 57 2 2 1 12646
